name,name_kana,region,lat,lng,rank,category,description
延暦寺,えんりゃくじ,京都府,35.095705,135.8468099,143,第4シリーズ,【#143 比叡山「比叡山はなぜ母なる山になった?」】「比叡山はなぜ母なる山になった?」がテーマの回で、延暦寺は信仰・歴史を物語る寺院として登場したと思われる。
比叡山延暦寺,ひえいざんえんりゃくじ,滋賀県,35.0710355,135.8655837,144,第4シリーズ,【#144 比叡山の修行「比叡山はなぜ母なる山になった?」】「比叡山はなぜ母なる山になった?」がテーマの回で、比叡山延暦寺は信仰・歴史を物語る寺院として登場したと思われる。
鬼押出し園,おにおしだしえん,群馬県,36.444972,138.536684,145,第4シリーズ,【#145 浅間山「江戸時代の大噴火!衝撃の1日に何があった?」】「江戸時代の大噴火!衝撃の1日に何があった?」がテーマの回で、鬼押出し園は番組内で紹介された見どころとして登場したと思われる。
草津温泉「湯畑」の湯けむり,くさつおんせんゆばたけ,群馬県,36.6232063,138.5968907,146,第4シリーズ,【#146 草津温泉「最強の湯力とは?」】「最強の湯力とは?」がテーマの回で、草津温泉「湯畑」の湯けむりは温泉地の魅力を伝える場所として登場したと思われる。
旧大館城堀,きゅうおおだてじょうぼり,秋田県,40.27192,140.5644221,147,第4シリーズ,【#147 秋田「掘れば出てくる秋田の魅力とは」】「掘れば出てくる秋田の魅力とは」がテーマの回で、旧大館城堀は防御・築城の観点を語る中心的な題材として登場したと思われる。
入道崎,にゅうどうざき,秋田県,39.9991707,139.707179,148,第4シリーズ,【#148 秋田・男鹿「海を渡った秋田の魅力とは」】「海を渡った秋田の魅力とは」がテーマの回で、入道崎は地形・自然の成り立ちを示す見どころとして登場したと思われる。
岡山城,おかやまじょう,岡山県,34.6648006,133.936267,149,第4シリーズ,【#149 岡山「岡山といえば桃太郎なのはナゼ?」】「岡山といえば桃太郎なのはナゼ?」がテーマの回で、岡山城は防御・築城の観点を語る中心的な題材として登場したと思われる。
宮沢賢治記念館,みやざわけんじきねんかん,岩手県,39.3994605,141.1636859,150,第4シリーズ,【#150 花巻「花巻はなぜ宮沢賢治を生んだ?」】「花巻はなぜ宮沢賢治を生んだ?」がテーマの回で、宮沢賢治記念館は信仰・参詣の中心地として登場したと思われる。
姫路城,ひめじじょう,兵庫県,34.841476,134.683457,151,第4シリーズ,【#151 姫路城「姫路城で江戸城のロケをするのはあり?」】「姫路城で江戸城のロケをするのはあり?」がテーマの回で、姫路城は防御・築城の観点を語る中心的な題材として登場したと思われる。
浜名湖,はまなこ,静岡県,34.7347518,137.5902054,152,第4シリーズ,【#152 浜名湖「ウナギといえば浜名湖なのはなぜ?」】「ウナギといえば浜名湖なのはなぜ?」がテーマの回で、浜名湖は地形・自然の成り立ちを示す見どころとして登場したと思われる。
浜松城,はままつじょう,静岡県,34.7116063,137.7254724,153,第4シリーズ,【#153 浜松「なぜ浜松が楽器の町になった♪」】「なぜ浜松が楽器の町になった♪」がテーマの回で、浜松城は防御・築城の観点を語る中心的な題材として登場したと思われる。
佐田沈下橋,さだちんかばし,高知県,33.0154318,132.8859487,154,第4シリーズ,【#154 四万十川「最後の清流に隠された秘密とは」】「最後の清流に隠された秘密とは」がテーマの回で、佐田沈下橋は番組内で紹介された見どころとして登場したと思われる。
不入山,いらずやま,高知県,33.4407656,133.0631841,155,第4シリーズ,【#155 四万十川・源流へ「最後の清流に隠された秘密とは」】「最後の清流に隠された秘密とは」がテーマの回で、不入山は地形・自然の成り立ちを示す見どころとして登場したと思われる。
釜石駅,かまいしえき,岩手県,39.2726345,141.8722135,156,第4シリーズ,【#156 三陸リアス「鉄道がつないだ三陸の夢とは?」】「鉄道がつないだ三陸の夢とは?」がテーマの回で、釜石駅はまちの交通・産業の要として登場したと思われる。
恋し浜駅,こいしはまえき,岩手県,39.0746996,141.8166536,157,第4シリーズ,【#157 三陸の鉄道「鉄道がつないだ三陸の夢とは?」】「鉄道がつないだ三陸の夢とは?」がテーマの回で、恋し浜駅はまちの交通・産業の要として登場したと思われる。
伊賀上野城,いがうえのじょう,三重県,34.7731515,136.1328082,158,第4シリーズ,【#158 伊賀忍者「なぜ伊賀はNINJAの里になったのか?」】「なぜ伊賀はNINJAの里になったのか?」がテーマの回で、伊賀上野城は防御・築城の観点を語る中心的な題材として登場したと思われる。
油日神社,あぶらひじんじゃ,滋賀県,34.886703,136.2495738,159,第4シリーズ,【#159 甲賀・信楽「歴史は甲賀で動いた」】「歴史は甲賀で動いた」がテーマの回で、油日神社は信仰・参詣の中心地として登場したと思われる。
崎津天主堂,さきつてんしゅどう,熊本県,32.31238,130.0257606,160,第4シリーズ,【#160 島原・天草「なぜキリシタンは250年も潜伏できた?」】「なぜキリシタンは250年も潜伏できた?」がテーマの回で、崎津天主堂は信仰の歴史を物語る教会として登場したと思われる。
法隆寺,ほうりゅうじ,奈良県,34.609358,135.7372075,161,第4シリーズ,【#161 法隆寺「なぜ法隆寺は1400年愛され続けるのか?」】「なぜ法隆寺は1400年愛され続けるのか?」がテーマの回で、法隆寺は信仰・歴史を物語る寺院として登場したと思われる。
石舞台古墳,いしぶたいこふん,奈良県,34.466911,135.8261224,162,第4シリーズ,【#162 奈良・飛鳥「なぜ飛鳥は日本の国の礎となったのか?」】「なぜ飛鳥は日本の国の礎となったのか?」がテーマの回で、石舞台古墳は番組内で紹介された見どころとして登場したと思われる。
森戸神社,もりとじんじゃ,神奈川県,35.2726664,139.5699014,163,第4シリーズ,【#163 葉山「憧れの葉山はどうできた?」】「憧れの葉山はどうできた?」がテーマの回で、森戸神社は信仰・参詣の中心地として登場したと思われる。
波浮港,はぶみなと,東京都,34.686961,139.440879,164,第4シリーズ,【#164 伊豆大島「なぜ伊豆大島といえばアンコ椿!?」】「なぜ伊豆大島といえばアンコ椿!?」がテーマの回で、波浮港はまちの交通・産業の要として登場したと思われる。
三原山,みはらやま,東京都,33.0942561,139.8134708,165,第4シリーズ,【#165 伊豆大島の火山「伊豆大島は世界に誇る火山愛ランド!?」】「伊豆大島は世界に誇る火山愛ランド!?」がテーマの回で、三原山は地形・自然の成り立ちを示す見どころとして登場したと思われる。
博物館 網走監獄,はくぶつかんあばしりかんごく,北海道,43.9969591,144.2298156,167,第4シリーズ,【#167 網走「最果ての地 網走は理想の地!?」】「最果ての地 網走は理想の地!?」がテーマの回で、博物館 網走監獄はまち歩きで紹介された見どころとして登場したと思われる。
サロマ湖,さろまこ,北海道,44.1478827,143.7575802,168,第4シリーズ,【#168 サロマ湖「サロマ湖といえばホタテなのはなぜ?」】「サロマ湖といえばホタテなのはなぜ?」がテーマの回で、サロマ湖は地形・自然の成り立ちを示す見どころとして登場したと思われる。
高山陣屋,たかやまじんや,岐阜県,36.1395223,137.2580596,169,第4シリーズ,【#169 飛騨「アゲアゲの飛騨!そのヒミツは?」】「アゲアゲの飛騨!そのヒミツは?」がテーマの回で、高山陣屋は地形・自然の成り立ちを示す見どころとして登場したと思われる。
白川郷合掌造り集落,しらかわごうがっしょうづくりしゅうらく,岐阜県,36.2629854,136.9071867,170,第4シリーズ,【#170 白川郷「白川郷はなぜ美しい?」】「白川郷はなぜ美しい?」がテーマの回で、白川郷合掌造り集落は地形・自然の成り立ちを示す見どころとして登場したと思われる。
城崎温泉,きのさきおんせん,兵庫県,35.6234235,134.8130838,171,第4シリーズ,【#171 城崎・豊岡「影の主役は玄武岩?」】「影の主役は玄武岩?」がテーマの回で、城崎温泉は防御・築城の観点を語る中心的な題材として登場したと思われる。
天橋立,あまのはしだて,京都府,35.5801686,135.1999007,172,第4シリーズ,【#172 天橋立「なぜ人々は天橋立を目指す?」】「なぜ人々は天橋立を目指す?」がテーマの回で、天橋立は番組内で紹介された見どころとして登場したと思われる。
来島海峡,くるしまかいきょう,愛媛県,34.1165485,133.0006941,173,第4シリーズ,【#173 しまなみ海道「瀬戸内の覇者・村上海賊はなぜ生まれた?」】「瀬戸内の覇者・村上海賊はなぜ生まれた?」がテーマの回で、来島海峡は地形・自然の成り立ちを示す見どころとして登場したと思われる。
大和ミュージアム,やまとみゅーじあむ,広島県,34.2412026,132.5558549,174,第4シリーズ,【#174 呉「戦艦大和のふるさと・呉はどうできた?」】「戦艦大和のふるさと・呉はどうできた?」がテーマの回で、大和ミュージアムは番組内で紹介された見どころとして登場したと思われる。
由布院温泉,ゆふいんおんせん,大分県,33.262544,131.355521,175,第4シリーズ,【#175 ゆふいん「遅咲きの由布院 人気温泉地への道のりとは!?」】「遅咲きの由布院 人気温泉地への道のりとは!?」がテーマの回で、由布院温泉は温泉地の魅力を伝える場所として登場したと思われる。
天領日田歴史資料館,てんりょうひたれきししりょうかん,大分県,33.3266335,130.9356667,176,第4シリーズ,【#176 進撃の日田「囲まれた世界の宝とは?」】「囲まれた世界の宝とは?」がテーマの回で、天領日田歴史資料館はまち歩きで紹介された見どころとして登場したと思われる。
渋沢栄一記念館,しぶさわえいいちきねんかん,埼玉県,36.2342374,139.2639063,177,第4シリーズ,【#177 埼玉・深谷「近代日本経済の父はなぜ深谷で生まれた?」】「近代日本経済の父はなぜ深谷で生まれた?」がテーマの回で、渋沢栄一記念館はまち歩きで紹介された見どころとして登場したと思われる。
館山城,たてやまじょう,千葉県,34.9815067,139.8557527,178,第4シリーズ,【#178 館山「房総リゾート・館山はどうできた?」】「房総リゾート・館山はどうできた?」がテーマの回で、館山城は防御・築城の観点を語る中心的な題材として登場したと思われる。
海ほたるPA,うみほたるぱーきんぐえりあ,千葉県,35.4643652,139.8743299,179,第4シリーズ,【#179 木更津「木更津は東京のマブダチ!?」】「木更津は東京のマブダチ!?」がテーマの回で、海ほたるPAは番組内で紹介された見どころとして登場したと思われる。
江戸城跡,えどじょうあと,東京都,35.6827516,139.7613917,180,第4シリーズ,【#180 江戸城「江戸城は日本の城の集大成!そして...」】「江戸城は日本の城の集大成!そして...」がテーマの回で、江戸城跡は防御・築城の観点を語る中心的な題材として登場したと思われる。
日比谷公園,ひびやこうえん,東京都,35.675154,139.759267,181,第4シリーズ,【#181 江戸城と東京「江戸城は日本の城の集大成!そして...」】「江戸城は日本の城の集大成!そして...」がテーマの回で、日比谷公園は地形・自然の成り立ちを示す見どころとして登場したと思われる。
諏訪大社,すわたいしゃ,長野県,36.0749661,138.0899718,182,第4シリーズ,【#182 諏訪「なぜ人々は諏訪を目指すのか?」】「なぜ人々は諏訪を目指すのか?」がテーマの回で、諏訪大社は信仰・参詣の中心地として登場したと思われる。
松本城,まつもとじょう,長野県,36.2386293,137.9689343,183,第4シリーズ,【#183 松本「国宝・松本城はなぜ愛された?」】「国宝・松本城はなぜ愛された?」がテーマの回で、松本城は防御・築城の観点を語る中心的な題材として登場したと思われる。
伊弉諾神宮,いざなぎじんぐう,兵庫県,34.4596181,134.8516068,184,第4シリーズ,【#184 淡路島「神はナゼ淡路島をはじまりの島にした!?」】「神はナゼ淡路島をはじまりの島にした!?」がテーマの回で、伊弉諾神宮は信仰・参詣の中心地として登場したと思われる。
鳴門海峡,なるとかいきょう,兵庫県,34.2282303,134.6587453,185,第4シリーズ,【#185 淡路島の宝「神はナゼ淡路島をはじまりの島にした!?」】「神はナゼ淡路島をはじまりの島にした!?」がテーマの回で、鳴門海峡は地形・自然の成り立ちを示す見どころとして登場したと思われる。
渋谷スクランブル交差点,しぶやすくらんぶるこうさてん,東京都,35.658653,139.6998497,186,第4シリーズ,【#186 渋谷「なぜ渋谷に人が集まるのか?」】「なぜ渋谷に人が集まるのか?」がテーマの回で、渋谷スクランブル交差点は地形・自然の成り立ちを示す見どころとして登場したと思われる。
NHK放送センター,えぬえいちけいほうそうせんたー,東京都,35.6648626,139.6958445,187,第4シリーズ,【#187 NHK「放送のお宝から見えてくる歴史と未来とは?」】「放送のお宝から見えてくる歴史と未来とは?」がテーマの回で、NHK放送センターは番組内で紹介された見どころとして登場したと思われる。
筑波山,つくばさん,茨城県,36.2253952,140.1067186,188,第4シリーズ,【#188 つくば「つくばは日本の姿をどう解き明かす?」】「つくばは日本の姿をどう解き明かす?」がテーマの回で、筑波山は地形・自然の成り立ちを示す見どころとして登場したと思われる。
羽村取水堰,はむらしゅすいぜき,東京都,35.7697771,139.2967403,189,第4シリーズ,【#189 江戸の水「江戸の水が東京を潤す?」】「江戸の水が東京を潤す?」がテーマの回で、羽村取水堰はまち歩きで紹介された見どころとして登場したと思われる。
フォッサマグナミュージアム,ふぉっさまぐなみゅーじあむ,新潟県,37.0255178,137.8703786,190,第4シリーズ,【#190 フォッサマグナ「日本はどうできた?」】「日本はどうできた?」がテーマの回で、フォッサマグナミュージアムは番組内で紹介された見どころとして登場したと思われる。
親不知,おやしらず,新潟県,37.0072268,137.7406634,191,第4シリーズ,【#191 糸魚川「君は糸魚川の本当のすごさを知っているか?」】「君は糸魚川の本当のすごさを知っているか?」がテーマの回で、親不知は番組内で紹介された見どころとして登場したと思われる。
富山城,とやまじょう,富山県,36.6928884,137.2114371,192,第4シリーズ,【#192 富山「富山の富はどう生まれた?」】「富山の富はどう生まれた?」がテーマの回で、富山城は防御・築城の観点を語る中心的な題材として登場したと思われる。
三段壁,さんだんべき,和歌山県,33.6654412,135.3352178,193,第4シリーズ,【#193 南紀白浜「一大リゾートへの道のりとは!?」】「一大リゾートへの道のりとは!?」がテーマの回で、三段壁は地形・自然の成り立ちを示す見どころとして登場したと思われる。
和歌山城,わかやまじょう,和歌山県,34.2276472,135.1715062,195,第4シリーズ,【#195 和歌山「和歌山に御三家が置かれた鍵は?」】「和歌山に御三家が置かれた鍵は?」がテーマの回で、和歌山城は防御・築城の観点を語る中心的な題材として登場したと思われる。
川平湾,かびらわん,沖縄県,24.4500748,124.1436464,196,第4シリーズ,【#196 石垣島「サンゴ礁は石垣島をどう育てた?」】「サンゴ礁は石垣島をどう育てた?」がテーマの回で、川平湾は地形・自然の成り立ちを示す見どころとして登場したと思われる。
竹富島,たけとみじま,沖縄県,24.3297221,124.0873495,197,第4シリーズ,【#197 竹富島「竹富島に生きるとは?」】「竹富島に生きるとは?」がテーマの回で、竹富島は地形・自然の成り立ちを示す見どころとして登場したと思われる。
高松城跡,たかまつじょうあと,香川県,34.351312,134.0497336,198,第4シリーズ,【#198 高松「巨大な海城は町をどう発展させた?」】「巨大な海城は町をどう発展させた?」がテーマの回で、高松城跡は防御・築城の観点を語る中心的な題材として登場したと思われる。
寒霞渓,かんかけい,香川県,34.5156451,134.3003601,199,第4シリーズ,【#199 小豆島「食の宝島!小豆島を生んだアツ〜イ理由とは?」】「食の宝島!小豆島を生んだアツ〜イ理由とは?」がテーマの回で、寒霞渓は地形・自然の成り立ちを示す見どころとして登場したと思われる。
北の丸公園,きたのまるこうえん,東京都,35.6903994,139.7552341,200,第4シリーズ,【#200 大名屋敷「大名屋敷は東京に何を残したか」】「大名屋敷は東京に何を残したか」がテーマの回で、北の丸公園はまち歩きで紹介された見どころとして登場したと思われる。
六義園,りくぎえん,東京都,35.7324316,139.7484331,201,第4シリーズ,【#201 大名屋敷と東京「大名屋敷は東京に何を残したか」】「大名屋敷は東京に何を残したか」がテーマの回で、六義園は番組内で紹介された見どころとして登場したと思われる。
富津岬,ふっつみさき,千葉県,35.3124939,139.82336,202,第4シリーズ,【#202 東京湾「海の玄関口・東京湾 原点は川にあり?」】「海の玄関口・東京湾 原点は川にあり?」がテーマの回で、富津岬は地形・自然の成り立ちを示す見どころとして登場したと思われる。
川崎大師,かわさきだいし,神奈川県,35.5342926,139.729317,203,第4シリーズ,【#203 横浜・川崎「横浜・川崎は東京湾をどう進化させた?」】「横浜・川崎は東京湾をどう進化させた?」がテーマの回で、川崎大師は地形・自然の成り立ちを示す見どころとして登場したと思われる。
八王子城跡,はちおうじじょうあと,東京都,35.6547227,139.2599177,204,第4シリーズ,【#204 八王子「八王子はなぜデカい?」】「八王子はなぜデカい?」がテーマの回で、八王子城跡は防御・築城の観点を語る中心的な題材として登場したと思われる。
町田駅,まちだえき,東京都,35.5445677,139.4458351,205,第4シリーズ,【#205 町田「なぜ東京・町田は神奈川県町田市と間違えられるのか?」】「なぜ東京・町田は神奈川県町田市と間違えられるのか?」がテーマの回で、町田駅はまちの交通・産業の要として登場したと思われる。
鴨川,かもがわ,京都府,34.9555486,135.7324431,206,第4シリーズ,【#206 京都・鴨川「川をたどれば京都がわかる!?」】「川をたどれば京都がわかる!?」がテーマの回で、鴨川は地形・自然の成り立ちを示す見どころとして登場したと思われる。
三千院,さんぜんいん,京都府,35.119619,135.834745,207,第4シリーズ,【#207 京都・大原「なぜ大原は癒やしの里になった?」】「なぜ大原は癒やしの里になった?」がテーマの回で、三千院は信仰・歴史を物語る寺院として登場したと思われる。
城ヶ崎海岸,じょうがさきかいがん,静岡県,34.8904234,139.138581,208,第4シリーズ,【#208 伊東「伊東を人気温泉地にした海と山の幸とは?」】「伊東を人気温泉地にした海と山の幸とは?」がテーマの回で、城ヶ崎海岸は防御・築城の観点を語る中心的な題材として登場したと思われる。
白米千枚田,しろよねせんまいだ,石川県,37.425699,136.9990287,209,第4シリーズ,【#209 能登半島「なぜ能登の風景は人の心を打つのか?」】「なぜ能登の風景は人の心を打つのか?」がテーマの回で、白米千枚田は番組内で紹介された見どころとして登場したと思われる。
輪島朝市,わじまあさいち,石川県,37.3955383,136.9035941,210,第4シリーズ,【#210 輪島「輪島塗はなぜ日本を代表する伝統工芸になった?」】「輪島塗はなぜ日本を代表する伝統工芸になった?」がテーマの回で、輪島朝市は地形・自然の成り立ちを示す見どころとして登場したと思われる。
桜島,さくらじま,鹿児島県,31.5805744,130.657984,211,第4シリーズ,【#211 桜島「世界有数の活火山になぜ暮らす?」】「世界有数の活火山になぜ暮らす?」がテーマの回で、桜島は地形・自然の成り立ちを示す見どころとして登場したと思われる。
水木しげるロード,みずきしげるろーど,鳥取県,35.5460851,133.2294913,212,第4シリーズ,【#212 境港・米子「思わずゲゲゲ!鳥取のしっぽは不思議だらけ!?」】「思わずゲゲゲ!鳥取のしっぽは不思議だらけ!?」がテーマの回で、水木しげるロードは番組内で紹介された見どころとして登場したと思われる。
石見銀山,いわみぎんざん,島根県,35.1195742,132.4460141,213,第4シリーズ,【#213 石見銀山「世界の石見銀山 そのスゴさとは?」】「世界の石見銀山 そのスゴさとは?」がテーマの回で、石見銀山は地形・自然の成り立ちを示す見どころとして登場したと思われる。
恐山,おそれざん,青森県,41.3169493,141.0876763,214,第4シリーズ,【#214 恐山「なぜ恐山で死者に会えると思うのか?」】「なぜ恐山で死者に会えると思うのか?」がテーマの回で、恐山は地形・自然の成り立ちを示す見どころとして登場したと思われる。
大間崎,おおまざき,青森県,41.5464894,140.9129659,215,第4シリーズ,【#215 下北半島「まさかりがもたらした恵みとは?」】「まさかりがもたらした恵みとは?」がテーマの回で、大間崎は地形・自然の成り立ちを示す見どころとして登場したと思われる。
海洋研究開発機構,かいようけんきゅうかいはつきこう,神奈川県,35.320215,139.649917,216,第4シリーズ,【#216 深海「なぜ深海に潜るのか?」】「なぜ深海に潜るのか?」がテーマの回で、海洋研究開発機構は番組内で紹介された見どころとして登場したと思われる。
東京スカイツリー,とうきょうすかいつりー,東京都,35.7100509,139.8107133,217,第4シリーズ,【#217 東京スカイツリー「なぜここにスカイツリーは立っている?」】「なぜここにスカイツリーは立っている?」がテーマの回で、東京スカイツリーは番組内で紹介された見どころとして登場したと思われる。
和多都美神社,わたづみじんじゃ,長崎県,34.3790993,129.311911,218,第4シリーズ,【#218 対馬「日本史最前線!国境の島が果たした役割とは?」】「日本史最前線!国境の島が果たした役割とは?」がテーマの回で、和多都美神社は信仰・参詣の中心地として登場したと思われる。
登別地獄谷,のぼりべつじごくだに,北海道,42.4974956,141.1464509,220,第4シリーズ,【#220 登別温泉「なぜ登別温泉はいい湯だな?」】「なぜ登別温泉はいい湯だな?」がテーマの回で、登別地獄谷は地形・自然の成り立ちを示す見どころとして登場したと思われる。
苫小牧港,とまこまいこう,北海道,42.6450453,141.6232875,221,第4シリーズ,【#221 苫小牧「苫小牧はなぜ日本有数の工業都市になった?」】「苫小牧はなぜ日本有数の工業都市になった?」がテーマの回で、苫小牧港はまちの交通・産業の要として登場したと思われる。
善光寺,ぜんこうじ,長野県,36.6612579,138.1892078,222,第4シリーズ,【#222 善光寺「善光寺はなぜ多くの人を引きつける?」】「善光寺はなぜ多くの人を引きつける?」がテーマの回で、善光寺は信仰・歴史を物語る寺院として登場したと思われる。
大王わさび農場,だいおうわさびのうじょう,長野県,36.3389393,137.9089667,223,第4シリーズ,【#223 安曇野「安曇野は、ファン多し!」】「安曇野は、ファン多し!」がテーマの回で、大王わさび農場は番組内で紹介された見どころとして登場したと思われる。
駿府城公園,すんぷじょうこうえん,静岡県,34.979249,138.383145,224,第4シリーズ,【#224 静岡「家康が愛した駿府ってどんな所?」】「家康が愛した駿府ってどんな所?」がテーマの回で、駿府城公園は防御・築城の観点を語る中心的な題材として登場したと思われる。
大井川,おおいがわ,静岡県,34.8352269,138.1493629,225,第4シリーズ,【#225 大井川「越すに越されぬ大井川は何を生んだ?」】「越すに越されぬ大井川は何を生んだ?」がテーマの回で、大井川は地形・自然の成り立ちを示す見どころとして登場したと思われる。
高千穂峡,たかちほきょう,宮崎県,32.7021274,131.3012632,226,第4シリーズ,【#226 高千穂「神話の里・高千穂はどうできた?」】「神話の里・高千穂はどうできた?」がテーマの回で、高千穂峡は地形・自然の成り立ちを示す見どころとして登場したと思われる。
足利学校,あしかががっこう,栃木県,36.3350215,139.4529231,227,第4シリーズ,【#227 足利「足利はときどき天下をとる!?」】「足利はときどき天下をとる!?」がテーマの回で、足利学校は番組内で紹介された見どころとして登場したと思われる。
前橋公園,まえばしこうえん,群馬県,36.3800332,139.0490672,228,第4シリーズ,【#228 前橋「なぜ前橋は関東の華?」】「なぜ前橋は関東の華?」がテーマの回で、前橋公園はまち歩きで紹介された見どころとして登場したと思われる。
佐賀城,さがじょう,佐賀県,33.2453629,130.302803,230,第4シリーズ,【#230 佐賀「佐賀の発展は水にあり?」】「佐賀の発展は水にあり?」がテーマの回で、佐賀城は防御・築城の観点を語る中心的な題材として登場したと思われる。
旧新橋停車場,きゅうしんばしていしゃじょう,東京都,35.6657417,139.7613012,231,第4シリーズ,【#231 汐留「汐留は江戸東京のフロンティア?」】「汐留は江戸東京のフロンティア?」がテーマの回で、旧新橋停車場は番組内で紹介された見どころとして登場したと思われる。
下北沢駅,しもきたざわえき,東京都,35.6618867,139.6663996,232,第4シリーズ,【#232 下北沢「なぜ若者はシモキタで夢を見る?」】「なぜ若者はシモキタで夢を見る?」がテーマの回で、下北沢駅はまちの交通・産業の要として登場したと思われる。
東寺,とうじ,京都府,34.9816601,135.7482922,233,第4シリーズ,【#233 京都・東寺「東寺は京都のシンボル!?」】「東寺は京都のシンボル!?」がテーマの回で、東寺は信仰・歴史を物語る寺院として登場したと思われる。
毘沙門堂,びしゃもんどう,京都府,35.0012919,135.818941,234,第4シリーズ,【#234 京都・山科「要衝・山科は何を生んだ?」】「要衝・山科は何を生んだ?」がテーマの回で、毘沙門堂は信仰・歴史を物語る寺院として登場したと思われる。
縄文杉,じょうもんすぎ,鹿児島県,30.3609667,130.5319,235,第4シリーズ,【#235 屋久島「屋久杉を知れば屋久島が分かる!?」】「屋久杉を知れば屋久島が分かる!?」がテーマの回で、縄文杉は地形・自然の成り立ちを示す見どころとして登場したと思われる。
種子島宇宙センター,たねがしまうちゅうせんたー,鹿児島県,30.377362,130.957358,236,第4シリーズ,【#236 種子島「種子島は地球のチカラを感じる島!?」】「種子島は地球のチカラを感じる島!?」がテーマの回で、種子島宇宙センターは地形・自然の成り立ちを示す見どころとして登場したと思われる。
大阪駅,おおさかえき,大阪府,34.7322529,135.5033143,237,第4シリーズ,【#237 大阪・梅田「カオスな梅田はどう生まれた?」】「カオスな梅田はどう生まれた?」がテーマの回で、大阪駅はまちの交通・産業の要として登場したと思われる。
吉野山,よしのやま,奈良県,34.3671996,135.8602373,238,第4シリーズ,【#238 奈良・吉野「なぜ桜といえば吉野なのか?」】「なぜ桜といえば吉野なのか?」がテーマの回で、吉野山は地形・自然の成り立ちを示す見どころとして登場したと思われる。
関ヶ原古戦場 決戦地,せきがはらこせんじょう,岐阜県,35.3704769,136.461599,239,第4シリーズ,【#239 関ケ原の戦い「天下の分け目は地形にあり!?」】「天下の分け目は地形にあり!?」がテーマの回で、関ヶ原古戦場 決戦地は地形・自然の成り立ちを示す見どころとして登場したと思われる。
木曽三川公園,きそさんせんこうえん,岐阜県,35.1483571,136.6665676,240,第4シリーズ,【#240 木曽三川「暴れ川vs人間 激闘の歴史とは?」】「暴れ川vs人間 激闘の歴史とは?」がテーマの回で、木曽三川公園は地形・自然の成り立ちを示す見どころとして登場したと思われる。
佐野厄除け大師,さのやくよけだいし,栃木県,36.3109528,139.5720796,241,第4シリーズ,【#241 佐野「佐野はほしいモノにあふれてる!?」】「佐野はほしいモノにあふれてる!?」がテーマの回で、佐野厄除け大師は番組内で紹介された見どころとして登場したと思われる。
さきたま古墳公園,さきたまこふんこうえん,埼玉県,36.1271646,139.4756582,242,第4シリーズ,【#242 埼玉・行田「埼玉はじまりの地 行田ってどんな所?」】「埼玉はじまりの地 行田ってどんな所?」がテーマの回で、さきたま古墳公園はまち歩きで紹介された見どころとして登場したと思われる。
立石寺,やまでら,山形県,38.3118627,140.4347915,243,第4シリーズ,【#243 山形「山形は何度も生まれ変わる?」】「山形は何度も生まれ変わる?」がテーマの回で、立石寺は信仰・歴史を物語る寺院として登場したと思われる。
松島湾,まつしま,宮城県,38.3546867,141.086058,244,第4シリーズ,【#244 松島「なぜ人は松島に心ひかれる?」】「なぜ人は松島に心ひかれる?」がテーマの回で、松島湾は地形・自然の成り立ちを示す見どころとして登場したと思われる。
長岡城本丸跡,ながおかじょうほんまるあと,新潟県,37.4474013,138.8530945,245,第4シリーズ,【#245 長岡「花火の町は不死鳥の町!?」】「花火の町は不死鳥の町!?」がテーマの回で、長岡城本丸跡は防御・築城の観点を語る中心的な題材として登場したと思われる。
燕三条駅,つばめさんじょうえき,新潟県,37.6487552,138.9373814,246,第4シリーズ,【#246 燕三条「燕vs三条 モノづくりの町 発展のカギとは?」】「燕vs三条 モノづくりの町 発展のカギとは?」がテーマの回で、燕三条駅はまちの交通・産業の要として登場したと思われる。
宗谷岬,そうやみさき,北海道,45.5204626,141.9409176,247,第4シリーズ,【#247 北海道・稚内「最北の町で暮らすとは?」】「最北の町で暮らすとは?」がテーマの回で、宗谷岬は地形・自然の成り立ちを示す見どころとして登場したと思われる。
利尻山,りしりざん,北海道,45.1937345,141.2381959,248,第4シリーズ,【#248 絶景!絶品!利尻島「絶景!絶品!利尻島はどうできた?」】「絶景!絶品!利尻島はどうできた?」がテーマの回で、利尻山は地形・自然の成り立ちを示す見どころとして登場したと思われる。
小倉城,こくらじょう,福岡県,33.8845866,130.875533,249,第4シリーズ,【#249 北九州「合体メガタウン!北九州市誕生の秘密とは?」】「合体メガタウン!北九州市誕生の秘密とは?」がテーマの回で、小倉城は防御・築城の観点を語る中心的な題材として登場したと思われる。
八幡製鐵所,やはたせいてつしょ,福岡県,33.8738285,130.8068127,250,第4シリーズ,【#250 合体都市・北九州「合体メガタウン!北九州市誕生の秘密とは?」】「合体メガタウン!北九州市誕生の秘密とは?」がテーマの回で、八幡製鐵所は番組内で紹介された見どころとして登場したと思われる。
秋芳洞,あきよしどう,山口県,34.2271333,131.3044108,251,第4シリーズ,【#251 白の奇跡 秋吉台「秋吉台のヒミツは穴にあり?」】「秋吉台のヒミツは穴にあり?」がテーマの回で、秋芳洞は地形・自然の成り立ちを示す見どころとして登場したと思われる。
